CWE122_Heap_Based_Buffer_Overflow_s07

Total files, 936

Files not reported, 816

Total OKs, 6, 0.641025641025641%
Total Fails, 114, 12.1794871794872%

File, Expected Bugs, Found Bugs, Bug was found?

CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_ncat_42.c,Memory leak,Out-of-bound array access,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_ncat_05.c,Memory leak,Out-of-bound array access;Argument with 'nonnull' attribute passed null,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_memmove_11.c,Memory leak,Argument with 'nonnull' attribute passed null,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memcpy_10.c,Memory leak,Argument with 'nonnull' attribute passed null,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_ncpy_10.c,Memory leak,Argument with 'nonnull' attribute passed null;Out-of-bound array access,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_ncpy_11.c,Memory leak,Argument with 'nonnull' attribute passed null;Out-of-bound array access,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_ncpy_21.c,Memory leak,Out-of-bound array access,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_memmove_09.c,Memory leak,Argument with 'nonnull' attribute passed null,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_ncpy_18.c,Memory leak,Out-of-bound array access,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_ncpy_06.c,Memory leak,Out-of-bound array access,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_memmove_14.c,Memory leak,Argument with 'nonnull' attribute passed null,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_memmove_33.cpp,Memory leak,Dead assignment,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_ncat_45.c,Memory leak,Out-of-bound array access,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memcpy_13.c,Memory leak,Argument with 'nonnull' attribute passed null,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_loop_05.c,Memory leak,Dereference of null pointer,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_loop_10.c,Memory leak,Dereference of null pointer,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_ncpy_21.c,Memory leak,Out-of-bound array access,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_ncat_44.c,Memory leak,Out-of-bound array access,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_ncpy_41.c,Memory leak,Out-of-bound array access,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_ncpy_07.c,Memory leak,Argument with 'nonnull' attribute passed null;Out-of-bound array access,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_ncpy_34.c,Memory leak,Memory leak,OK
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memmove_10.c,Memory leak,Argument with 'nonnull' attribute passed null,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_ncat_34.c,Memory leak,Memory leak,OK
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_ncpy_09.c,Memory leak,Out-of-bound array access;Argument with 'nonnull' attribute passed null,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_ncpy_32.c,Memory leak,Dead initialization;Out-of-bound array access,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_ncpy_01.c,Memory leak,Out-of-bound array access,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_ncpy_16.c,Memory leak,Out-of-bound array access,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_ncat_09.c,Memory leak,Out-of-bound array access;Argument with 'nonnull' attribute passed null,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_ncpy_11.c,Memory leak,Out-of-bound array access;Argument with 'nonnull' attribute passed null,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_ncpy_03.c,Memory leak,Out-of-bound array access,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_ncat_41.c,Memory leak,Out-of-bound array access,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_ncat_33.cpp,Memory leak,Out-of-bound array access,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_memmove_13.c,Memory leak,Argument with 'nonnull' attribute passed null,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_ncpy_45.c,Memory leak,Out-of-bound array access,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_ncpy_16.c,Memory leak,Out-of-bound array access,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_ncat_21.c,Memory leak,Out-of-bound array access,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_ncpy_44.c,Memory leak,Out-of-bound array access,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_ncpy_45.c,Memory leak,Out-of-bound array access,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_ncpy_15.c,Memory leak,Out-of-bound array access,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_ncpy_14.c,Memory leak,Out-of-bound array access;Argument with 'nonnull' attribute passed null,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memmove_32.c,Memory leak,Dead initialization,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_ncpy_15.c,Memory leak,Out-of-bound array access,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_ncat_02.c,Memory leak,Out-of-bound array access,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_ncpy_08.c,Memory leak,Out-of-bound array access,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_ncat_11.c,Memory leak,Argument with 'nonnull' attribute passed null;Out-of-bound array access,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_ncat_06.c,Memory leak,Out-of-bound array access,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_ncpy_41.c,Memory leak,Out-of-bound array access,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_ncpy_33.cpp,Memory leak,Out-of-bound array access;Dead assignment,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_ncpy_04.c,Memory leak,Out-of-bound array access,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memcpy_09.c,Memory leak,Argument with 'nonnull' attribute passed null,Fail
CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_ncpy_03.c,Memory leak,Out-of-bound array access,Fail
